## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/aligned/nr57.sorted.bam --OUTPUT results/aligned/nr57.dedup.bam --METRICS_FILE results/qc/dedup/nr57_dedup_metrics.txt --REMOVE_DUPLICATES false --VALIDATION_STRINGENCY LENIENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 06 14:07:04 CET 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
nr57	171699	34811817	1204664	1175263	111191	13210134	11561189	0.380132	156075021

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
158.0	0	1	0	1
159.0	0	0	0	1
160.0	0	1	0	0
161.0	0	0	0	1
162.0	0	1	0	1
163.0	0	0	0	1
164.0	0	1	0	2
165.0	0	1	0	0
166.0	0	1	0	0
167.0	0	0	0	1
169.0	0	1	0	0
171.0	0	1	0	1
174.0	0	0	0	1
175.0	0	1	0	0
176.0	0	1	0	0
187.0	0	0	0	1
188.0	0	0	0	1
189.0	0	1	0	1
190.0	0	1	0	1
191.0	0	2	0	0
192.0	0	0	0	1
193.0	0	2	0	1
202.0	0	0	0	1
204.0	0	1	0	0
206.0	0	0	0	1
207.0	0	1	0	1
208.0	0	1	0	0
213.0	0	1	0	1
214.0	0	0	0	1
216.0	0	1	0	0
219.0	0	0	0	2
221.0	0	1	0	0
223.0	0	0	0	2
224.0	0	1	0	0
225.0	0	1	0	1
227.0	0	1	0	0
230.0	0	1	0	0
233.0	0	0	0	1
234.0	0	1	0	2
237.0	0	2	0	1
238.0	0	1	0	0
243.0	0	0	0	1
246.0	0	1	0	1
248.0	0	1	0	0
252.0	0	0	0	1
254.0	0	1	0	0
256.0	0	0	0	2
257.0	0	0	0	1
258.0	0	1	0	0
260.0	0	1	0	0
262.0	0	1	0	1
265.0	0	0	0	1
267.0	0	1	0	0
268.0	0	0	0	1
269.0	0	1	0	0
270.0	0	1	0	0
272.0	0	0	0	1
275.0	0	1	0	0
286.0	0	1	0	2
287.0	0	1	0	0
288.0	0	0	0	1
289.0	0	0	0	1
291.0	0	1	0	0
292.0	0	1	0	1
294.0	0	0	0	2
296.0	0	1	0	0
297.0	0	1	0	2
298.0	0	2	0	0
299.0	0	0	0	1
301.0	0	1	0	0
302.0	0	1	0	0
306.0	0	0	0	1
309.0	0	1	0	0
310.0	0	0	0	1
315.0	0	1	0	0
316.0	0	0	0	1
317.0	0	0	0	1
318.0	0	1	0	0
323.0	0	1	0	1
325.0	0	1	0	1
326.0	0	1	0	0
330.0	0	0	0	1
331.0	0	1	0	0
336.0	0	1	0	1
337.0	0	0	0	1
340.0	0	0	0	1
341.0	0	0	0	1
342.0	0	0	0	1
343.0	0	1	0	0
344.0	0	1	0	0
345.0	0	1	0	0
346.0	0	1	0	0
389.0	0	0	0	1
392.0	0	1	0	0
408.0	0	0	0	1
410.0	0	0	0	1
414.0	0	2	0	0

