## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/aligned/nr11.sorted.bam --OUTPUT results/aligned/nr11.dedup.bam --METRICS_FILE results/qc/dedup/nr11_dedup_metrics.txt --REMOVE_DUPLICATES false --VALIDATION_STRINGENCY LENIENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 06 15:53:55 CET 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
nr11	60865	21731225	680431	585521	39723	7577837	6285845	0.349132	87098831

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
79.0	6.153921	6	0	3
80.0	6.153921	2	0	1
81.0	6.153921	2	0	4
82.0	6.153921	5	0	2
83.0	6.153921	2	0	1
84.0	6.153921	2	0	4
85.0	6.153921	3	0	5
86.0	6.153921	3	0	3
87.0	6.153921	3	0	3
88.0	6.153921	3	0	2
89.0	6.153921	4	0	6
90.0	6.153921	4	0	6
91.0	6.153921	3	0	5
92.0	6.153921	7	0	5
93.0	6.153921	7	0	6
94.0	6.153921	5	0	2
95.0	6.153921	3	0	3
96.0	6.153921	3	0	4
97.0	6.153921	3	0	1
98.0	6.153921	1	0	1
99.0	6.153921	3	0	4
100.0	6.153921	2	0	2
101.0	0	4	0	5
102.0	0	3	0	2
103.0	0	6	0	5
104.0	0	3	0	3
105.0	0	1	0	1
106.0	0	3	0	1
107.0	0	3	0	2
108.0	0	2	0	1
109.0	0	2	0	1
110.0	0	1	0	0
111.0	0	0	0	2
113.0	0	1	0	1
114.0	0	2	0	1
115.0	0	1	0	1
116.0	0	1	0	3
117.0	0	3	0	1
123.0	0	1	0	2
126.0	0	2	0	4
127.0	0	3	0	1
129.0	0	3	0	1
130.0	0	0	0	1
132.0	0	0	0	1
134.0	0	1	0	1
135.0	0	0	0	1
136.0	0	1	0	1
137.0	0	1	0	1
138.0	0	2	0	2
139.0	0	1	0	0
140.0	0	1	0	2
142.0	0	1	0	0
147.0	0	1	0	0
149.0	0	1	0	2
150.0	0	1	0	0
151.0	0	1	0	2
152.0	0	1	0	0
154.0	0	0	0	1
155.0	0	1	0	0
158.0	0	0	0	1
159.0	0	1	0	2
160.0	0	1	0	1
161.0	0	4	0	1
164.0	0	1	0	1
166.0	0	1	0	1
169.0	0	0	0	1
170.0	0	1	0	2
171.0	0	1	0	0
172.0	0	1	0	1
173.0	0	1	0	0
174.0	0	0	0	1
175.0	0	0	0	1
176.0	0	1	0	0
177.0	0	1	0	0
181.0	0	0	0	1
182.0	0	1	0	0
183.0	0	0	0	1
184.0	0	0	0	1
185.0	0	2	0	1
186.0	0	1	0	1
188.0	0	2	0	1
189.0	0	0	0	1
190.0	0	0	0	2
191.0	0	2	0	0
192.0	0	0	0	1
193.0	0	1	0	1
194.0	0	1	0	0
197.0	0	0	0	1
198.0	0	2	0	2
199.0	0	0	0	1
200.0	0	2	0	0
202.0	0	1	0	0
204.0	0	0	0	1
206.0	0	1	0	0
208.0	0	1	0	2
209.0	0	1	0	0
211.0	0	0	0	1
213.0	0	1	0	0
217.0	0	0	0	1
220.0	0	1	0	1
221.0	0	1	0	0
222.0	0	0	0	1
223.0	0	1	0	0
224.0	0	0	0	1
226.0	0	1	0	0
232.0	0	0	0	1
234.0	0	1	0	0
237.0	0	0	0	1
238.0	0	1	0	0
244.0	0	0	0	1
245.0	0	1	0	0
250.0	0	0	0	2
253.0	0	1	0	1
255.0	0	1	0	0
256.0	0	1	0	1
261.0	0	0	0	1
262.0	0	1	0	0
263.0	0	1	0	1
265.0	0	1	0	0
274.0	0	0	0	1
276.0	0	0	0	1
278.0	0	2	0	0
280.0	0	0	0	1
282.0	0	0	0	1
283.0	0	1	0	0
284.0	0	1	0	0
286.0	0	0	0	1
287.0	0	1	0	0
306.0	0	1	0	1
320.0	0	0	0	1
321.0	0	1	0	0
322.0	0	0	0	1
324.0	0	1	0	0
334.0	0	0	0	1
337.0	0	1	0	0
340.0	0	0	0	1
345.0	0	1	0	0
383.0	0	0	0	1
385.0	0	1	0	0
407.0	0	0	0	1
413.0	0	1	0	0
418.0	0	0	0	1
421.0	0	1	0	0
428.0	0	0	0	1
430.0	0	1	0	0
437.0	0	0	0	1
440.0	0	1	0	0
508.0	0	0	0	1
512.0	0	1	0	0
650.0	0	0	0	1
655.0	0	1	0	0
740.0	0	0	0	1
747.0	0	1	0	0
753.0	0	0	0	1
760.0	0	1	0	0

