## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/aligned/nr49.sorted.bam --OUTPUT results/aligned/nr49.dedup.bam --METRICS_FILE results/qc/dedup/nr49_dedup_metrics.txt --REMOVE_DUPLICATES false --VALIDATION_STRINGENCY LENIENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Mar 05 21:37:17 CET 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
nr49	171813	40223309	1514298	1215187	118738	14582165	12149257	0.36323	152477623

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
78.0	5.9466	5	0	6
79.0	5.9466	8	0	3
80.0	5.9466	3	0	3
81.0	5.9466	9	0	9
82.0	5.9466	7	0	1
83.0	5.9466	7	0	8
84.0	5.9466	5	0	8
85.0	5.9466	2	0	4
86.0	5.9466	6	0	2
87.0	5.9466	2	0	2
88.0	5.9466	2	0	5
89.0	5.9466	3	0	2
90.0	5.9466	7	0	3
91.0	5.9466	3	0	3
92.0	5.9466	4	0	3
93.0	5.9466	6	0	4
94.0	5.9466	9	0	3
95.0	5.9466	3	0	1
96.0	5.9466	5	0	5
97.0	5.9466	4	0	1
98.0	5.9466	1	0	2
99.0	5.9466	2	0	3
100.0	5.9466	2	0	1
101.0	0	1	0	3
102.0	0	2	0	0
103.0	0	1	0	0
104.0	0	2	0	2
105.0	0	1	0	2
106.0	0	5	0	6
107.0	0	3	0	1
108.0	0	3	0	3
109.0	0	4	0	2
110.0	0	1	0	4
111.0	0	3	0	3
112.0	0	1	0	2
113.0	0	6	0	0
114.0	0	1	0	1
115.0	0	3	0	2
117.0	0	1	0	3
118.0	0	1	0	2
119.0	0	4	0	2
120.0	0	3	0	3
121.0	0	1	0	1
122.0	0	3	0	4
123.0	0	1	0	1
124.0	0	1	0	0
125.0	0	1	0	2
126.0	0	1	0	3
127.0	0	4	0	3
128.0	0	1	0	5
129.0	0	3	0	1
130.0	0	1	0	1
131.0	0	3	0	1
132.0	0	2	0	1
133.0	0	1	0	0
134.0	0	2	0	4
135.0	0	2	0	5
136.0	0	3	0	1
137.0	0	4	0	1
138.0	0	3	0	3
139.0	0	1	0	1
140.0	0	3	0	2
141.0	0	0	0	1
142.0	0	1	0	0
143.0	0	2	0	1
144.0	0	3	0	0
145.0	0	1	0	0
146.0	0	0	0	2
147.0	0	1	0	1
148.0	0	0	0	1
149.0	0	3	0	3
150.0	0	3	0	0
151.0	0	0	0	2
152.0	0	0	0	1
153.0	0	1	0	3
154.0	0	1	0	0
155.0	0	2	0	2
156.0	0	1	0	1
157.0	0	0	0	2
158.0	0	1	0	0
159.0	0	2	0	1
160.0	0	1	0	0
161.0	0	1	0	3
162.0	0	1	0	1
163.0	0	1	0	0
164.0	0	1	0	1
165.0	0	0	0	1
166.0	0	1	0	0
167.0	0	3	0	1
168.0	0	2	0	1
169.0	0	1	0	0
170.0	0	4	0	1
171.0	0	1	0	0
172.0	0	1	0	0
175.0	0	1	0	0
176.0	0	0	0	2
177.0	0	1	0	2
179.0	0	1	0	0
181.0	0	1	0	1
182.0	0	0	0	2
183.0	0	2	0	1
185.0	0	1	0	0
186.0	0	2	0	1
188.0	0	0	0	2
190.0	0	0	0	1
191.0	0	1	0	0
193.0	0	1	0	1
194.0	0	2	0	0
195.0	0	0	0	2
197.0	0	1	0	0
198.0	0	1	0	0
199.0	0	1	0	2
200.0	0	1	0	2
201.0	0	1	0	0
202.0	0	2	0	0
203.0	0	0	0	2
205.0	0	1	0	1
206.0	0	2	0	0
207.0	0	0	0	1
208.0	0	0	0	3
209.0	0	0	0	1
210.0	0	2	0	0
211.0	0	1	0	0
212.0	0	2	0	1
214.0	0	0	0	2
216.0	0	1	0	0
217.0	0	0	0	1
218.0	0	1	0	0
219.0	0	1	0	0
220.0	0	1	0	1
222.0	0	2	0	0
225.0	0	1	0	1
226.0	0	1	0	0
228.0	0	0	0	1
229.0	0	1	0	0
230.0	0	0	0	1
234.0	0	1	0	0
235.0	0	0	0	1
237.0	0	0	0	1
238.0	0	1	0	0
239.0	0	1	0	0
240.0	0	1	0	3
244.0	0	1	0	0
245.0	0	1	0	1
249.0	0	0	0	1
250.0	0	2	0	0
254.0	0	0	0	3
258.0	0	1	0	0
260.0	0	1	0	0
261.0	0	0	0	1
265.0	0	1	0	0
268.0	0	1	0	0
269.0	0	1	0	0
272.0	0	1	0	0
278.0	0	0	0	1
279.0	0	0	0	1
282.0	0	1	0	0
283.0	0	1	0	0
294.0	0	0	0	2
295.0	0	1	0	1
299.0	0	1	0	0
307.0	0	1	0	0
330.0	0	0	0	1
331.0	0	1	0	0
335.0	0	1	0	0
353.0	0	0	0	1
377.0	0	1	0	0
393.0	0	0	0	1
398.0	0	1	0	0
411.0	0	0	0	1
417.0	0	1	0	0

